AccessionID	NumChromosomal	NumPlasmid	NumExtraChromosomal	Length_DNA	NumProteins	GC	SequenceType	Phylogroup	Serotype	Remarks
GCF_013426095.1	1	4	0	4944512	4485	50.65	ST410	C	O8:H21	GCF_013426095.1 has been dropped because has ANI=99.9932 to GCF_013426075.1
GCF_013426115.1	1	4	0	5121313	4603	50.67	ST3835	A	O101:H21	Keep
GCF_013459015.1	1	0	0	4878730	4419	50.52	ST457	F	O11:H25	Keep
GCF_013459175.1	1	0	0	5077833	4647	50.46	ST457	F	O11:H25	Keep
GCF_013694285.1	1	5	0	4849058	4307	50.71	ST48	A	O88:H6	Keep
GCF_013694325.1	1	1	0	5139934	4663	50.73	ST131	B2	O16:H5	GCF_013694325.1 has been dropped because has ANI=99.9953 to GCF_013694465.1
GCF_013694345.1	1	4	0	5023885	4562	50.64	ST4656	A	O-:H11	Keep
GCF_013694465.1	1	1	0	5139981	4665	50.73	ST131	B2	O16:H5	Keep
GCF_014058445.2	1	6	0	5936184	5373	50.51	ST21	B1	O26:H11	Keep
GCF_014075335.1	1	4	0	4943519	4493	50.90	ST10776	B1	O8:H10	Keep
GCF_014075475.1	1	2	0	4900056	4284	50.68	ST7187	A	O32:H11	Keep
GCF_014075595.1	1	3	0	4603123	4067	50.91	ST7366	A	O184:H30	Keep
GCF_014075795.1	1	3	0	4739166	4192	50.77	ST48	A	O103:H43	Keep
GCF_014075915.1	1	4	0	4738982	4188	50.74	ST48	A	O103:H43	GCF_014075915.1 has been dropped because has ANI=99.9958 to GCF_014075795.1
GCF_014076685.2	1	3	0	5063166	4600	50.68	ST1286	A	O16:H32	Keep
GCF_014117345.1	1	2	0	5045776	4649	50.52	ST15	B2	O127:H6	Keep
GCF_014117405.1	1	6	0	4983865	4557	50.64	ST10	A	O128ac:H12	Keep
GCF_014157395.1	1	0	0	4993983	4430	50.68	ST38	D	O86:H18	Keep
GCF_014160155.1	1	0	0	4781831	4312	50.75	ST58	B1	Unk:H30	Keep
GCF_014162235.1	1	0	0	5011599	4505	50.67	ST38	D	Unk:H30	Keep
GCF_014168595.1	1	2	0	5008545	4549	50.83	ST602	B1	Unk:H9	Keep
GCF_014168675.1	1	1	0	5034794	4580	50.56	ST457	F	O11:H25	Keep
GCF_014168735.1	1	1	0	4874799	4450	50.74	ST533	B1	O140:H14	Keep
GCF_014168755.1	1	3	0	5437099	4845	50.62	ST10	A	O101:H10	Keep
GCF_014168775.1	1	5	0	5218294	4756	50.54	ST1193	B2	O75:H5	Keep
GCF_014168835.1	1	4	0	5138430	4677	50.77	ST131	B2	O25:H4	Keep
GCF_014168855.1	1	1	0	5366684	4901	50.66	ST11252	D	Unk:H30	Keep
GCF_014168935.1	1	1	0	4681744	4195	50.79	ST744	A	O101:H10	Keep
GCF_014168955.1	1	3	0	5064465	4614	50.83	ST131	B2	O25:H4	Keep
GCF_014168975.1	1	1	0	4857638	4460	50.70	ST1148	B1	O168:H7	Keep
GCF_014169015.1	1	4	0	5203192	4768	50.83	ST131	B2	O25:H4	Keep
GCF_014169035.1	1	5	0	5203078	4645	50.65	ST2003	D	O1:H15	Keep
GCF_014169095.1	1	4	0	5212262	4733	50.74	ST131	B2	O25:H4	Keep
GCF_014169115.1	1	7	0	5584874	5024	50.72	ST405	D	O102:H6	Keep
GCF_014169155.1	1	2	0	5172223	4677	50.61	ST3941	A	O86:H52	Keep
GCF_014169175.1	1	6	0	5165679	4709	50.41	ST648	F	O1:H6	Keep
GCF_014169195.1	1	1	0	5016659	4476	50.78	ST10	A	O8:H17	Keep
GCF_014169275.1	1	5	0	5055147	4556	50.84	ST2025	B1	O8:H25	Keep
GCF_014169395.1	1	1	0	5187764	4698	50.57	ST38	D	Unk:H30	Keep
GCF_014169415.1	1	9	0	5508947	5055	50.45	ST3177	F	O1:H6	Keep
GCF_014169435.1	1	1	0	5254652	4748	50.57	ST131	B2	O16:H5	Keep
GCF_014169455.1	1	3	0	5333874	4855	50.70	ST69	D	O25:H4	Keep
GCF_014169475.1	1	5	0	4964366	4352	50.89	ST10	A	O184:H32	Keep
GCF_014169575.1	1	5	0	5435456	4937	50.72	ST405	D	O45:H6	Keep
GCF_014169595.1	1	5	0	5065434	4647	50.70	ST641	B1	O37:H2	Keep
GCF_014169615.1	1	4	0	5280665	4857	50.72	ST69	D	O15:H18	Keep
GCF_014169695.1	1	6	0	5016101	4556	50.79	ST542	A	O184:H40	Keep
GCF_014169775.1	1	2	0	5125148	4640	50.50	ST2858	D	Unk:H18	Keep
GCF_014169855.1	1	2	0	5441804	4913	50.50	ST38	D	Unk:H30	Keep
GCF_014169895.1	1	2	0	4774704	4372	50.87	ST847	B1	O-:H2	Keep
GCF_014169915.1	1	3	0	5335413	4829	50.59	ST130	E	O176:H34	Keep
GCF_014169995.1	1	2	0	4779842	4366	50.82	ST2178	B1	O174:H16	Keep
GCF_014170615.1	1	5	0	5517904	5107	50.78	ST117	G	O-:H4	Keep
GCF_014170675.1	1	4	0	5487002	4933	50.75	ST3258	G	O157:H43	Keep
GCF_014170975.1	1	5	0	5073447	4557	50.76	ST58	B1	O8:H10	Keep
GCF_014171015.1	1	7	0	5459758	4935	50.52	ST70	D	O7:H15	Keep
GCF_014189395.1	1	1	0	5030994	4573	50.97	ST10	A	O1:H32	Keep
GCF_014217135.1	1	5	0	5190371	4699	50.72	ST131	B2	O25:H4	Keep
GCF_014217155.1	1	5	0	5144044	4669	50.77	ST131	B2	O25:H4	Keep
GCF_014262945.1	1	0	0	5242376	4689	50.48	ST73	B2	O6:H1	Keep
GCF_014263375.1	1	0	0	4528118	4066	50.80	ST93	A	O7:H-	GCF_014263375.1 has been dropped because has ANI=99.9919 to GCF_000022665.1
GCF_014295215.1	1	3	0	5404155	4878	50.84	ST10	A	O-:H-	Keep
GCF_014295235.1	1	3	0	5434724	4919	50.86	ST10	A	O-:H-	Keep
GCF_014295255.1	1	1	0	4673472	4138	50.73	ST10	A	Unk:H31	Keep
GCF_014295275.1	1	7	0	5115106	4553	50.83	ST472	A	Unk:H12	Keep
GCF_014295295.1	1	7	0	5052732	4520	50.94	ST10	A	O1:H4	Keep
GCF_014295315.1	1	0	0	5288297	4748	50.90	ST10	A	O-:H-	Keep
GCF_014338505.1	1	0	0	4686434	4243	50.92	ST-Unknown	A	O16:H48	GCF_014338505.1 has been dropped because has ANI=99.9906 to GCF_000005845.2
GCF_014338525.1	1	0	0	4825686	4300	50.91	ST10	A	O16:H48	Keep
GCF_014361285.1	1	5	0	4939392	4387	51.01	ST48	A	O181:H11	Keep
GCF_014522225.1	1	13	0	5139627	4598	50.72	ST773	A	O11:H52	Keep
GCF_014522245.1	1	0	0	5203972	4699	50.43	ST73	B2	O6:H1	Keep
GCF_014541045.1	1	1	0	5234024	4678	50.51	ST73	B2	O6:H1	Keep
GCF_014605875.1	1	1	0	4953366	4460	50.66	ST297	B1	O179:H8	Keep
GCF_014607515.1	1	1	0	5475422	4842	50.69	ST32	D	O145:H28	GCF_014607515.1 has been dropped because has ANI=99.996 to GCF_014623405.1
GCF_014607535.1	1	1	0	5432556	4809	50.69	ST32	D	O145:H28	GCF_014607535.1 has been dropped because has ANI=99.9925 to GCF_014623405.1
GCF_014607555.1	1	1	0	5546727	4806	50.69	ST32	D	O145:H28	GCF_014607555.1 has been dropped because has ANI=99.9964 to GCF_014622985.1
GCF_014607575.1	1	1	0	5505797	4782	50.68	ST32*	D	O145:H28	GCF_014607575.1 has been dropped because has ANI=99.9975 to GCF_014623205.1
GCF_014622725.1	1	3	0	5412910	4918	50.22	ST1485	F	O83:H42	Keep
GCF_014622965.1	1	1	0	5497342	4762	50.71	ST32	D	O145:H28	GCF_014622965.1 has been dropped because has ANI=99.9933 to GCF_014622985.1
GCF_014622985.1	1	1	0	5547167	4887	50.69	ST32	D	O145:H28	Keep
GCF_014623185.1	1	1	0	5546938	4894	50.69	ST32	D	O145:H28	GCF_014623185.1 has been dropped because has ANI=99.9987 to GCF_014622985.1
GCF_014623205.1	1	1	0	5505919	4852	50.68	ST32*	D	O145:H28	Keep
GCF_014623225.1	1	3	0	5576061	4948	50.59	ST32	D	O145:H46	Keep
GCF_014623245.1	1	1	0	5475413	4835	50.69	ST32	D	O145:H28	GCF_014623245.1 has been dropped because has ANI=99.9942 to GCF_014623405.1
GCF_014623405.1	1	1	0	5563227	4858	50.71	ST32	D	O145:H28	Keep
GCF_014623425.1	1	1	0	5475334	4797	50.69	ST32	D	O145:H28	GCF_014623425.1 has been dropped because has ANI=99.9946 to GCF_014623405.1
GCF_014656605.1	1	1	0	5037044	4611	50.66	ST69	D	Unk:H18	GCF_014656605.1 has been dropped because has ANI=99.996 to GCF_014656625.1
GCF_014656625.1	1	1	0	5040622	4592	50.66	ST69	D	Unk:H18	Keep
GCF_014705965.1	1	4	0	4875160	4402	50.77	ST2491	A	O-:H32	Keep
GCF_014770655.1	1	4	0	5274628	4611	50.91	ST399	A	O15:H12	Keep
GCF_014770895.1	1	3	0	5293395	4754	50.77	ST5791	A	Unk:H14	Keep
GCF_014771055.1	1	5	0	5135698	4644	50.83	ST215	A	O68:H12	Keep
GCF_014771275.1	1	3	0	5217997	4716	50.98	ST1429	A	O19:H7	Keep
GCF_014805805.1	1	2	0	5024336	4573	50.81	ST297	B1	O179:H8	Keep
GCF_014825845.1	1	1	0	5603401	5037	50.48	ST11	E	O157:H7	GCF_014825845.1 has been dropped because has ANI=99.9994 to GCF_001865295.1
GCF_014826015.1	1	5	0	4939208	4456	50.65	ST410	C	O8:H21	Keep
GCF_014854575.1	1	2	0	5358674	4914	50.69	ST442	B1	O146:H21	Keep
GCF_014854635.1	1	6	0	5331255	4878	50.49	ST101	B1	Unk:H51	Keep
GCF_014854675.1	1	0	0	5017281	4425	50.43	ST1	D	O139:H1	Keep
GCF_014858525.1	1	0	0	5065741	4637	50.60	ST95	B2	Unk:H7	GCF_014858525.1 has been dropped because has ANI=99.9996 to GCF_000013265.1
GCF_014863625.1	1	0	0	4631469	4182	50.78	ST10	A	O16:H48	GCF_014863625.1 has been dropped because has ANI=99.9948 to GCF_000005845.2
GCF_014863645.1	1	0	0	4632668	4182	50.78	ST10	A	O16:H48	GCF_014863645.1 has been dropped because has ANI=99.9944 to GCF_000005845.2
GCF_014863665.1	1	0	0	4632668	4182	50.78	ST10	A	O16:H48	GCF_014863665.1 has been dropped because has ANI=99.9944 to GCF_000005845.2
GCF_014863685.1	1	0	0	4631469	4182	50.78	ST10	A	O16:H48	GCF_014863685.1 has been dropped because has ANI=99.9948 to GCF_000005845.2
GCF_014863705.1	1	0	0	4632676	4183	50.78	ST10	A	O16:H48	GCF_014863705.1 has been dropped because has ANI=99.9938 to GCF_000005845.2
GCF_014863725.1	1	0	0	4631469	4183	50.78	ST10	A	O16:H48	GCF_014863725.1 has been dropped because has ANI=99.9946 to GCF_000005845.2
GCF_014863745.1	1	0	0	4631468	4183	50.78	ST10	A	O16:H48	GCF_014863745.1 has been dropped because has ANI=99.9947 to GCF_000005845.2
GCF_014863765.1	1	0	0	4632672	4182	50.78	ST10	A	O16:H48	GCF_014863765.1 has been dropped because has ANI=99.9928 to GCF_000005845.2
GCF_014863785.1	1	0	0	4631469	4183	50.78	ST10	A	O16:H48	GCF_014863785.1 has been dropped because has ANI=99.9947 to GCF_000005845.2
GCF_014863805.1	1	0	0	4631470	4182	50.78	ST10	A	O16:H48	GCF_014863805.1 has been dropped because has ANI=99.9947 to GCF_000005845.2
GCF_014863825.1	1	0	0	4632668	4182	50.78	ST10	A	O16:H48	GCF_014863825.1 has been dropped because has ANI=99.9928 to GCF_000005845.2
GCF_014863845.1	1	0	0	4631469	4183	50.78	ST10	A	O16:H48	GCF_014863845.1 has been dropped because has ANI=99.9948 to GCF_000005845.2
GCF_014930875.1	1	0	0	5065741	4638	50.60	ST95	B2	Unk:H7	GCF_014930875.1 has been dropped because has ANI=100 to GCF_000013265.1
GCF_014930915.1	1	0	0	5305214	4800	50.38	ST12	B2	O4:H5	Keep
GCF_014962565.1	1	3	0	5154279	4734	50.51	ST69	D	Unk:H18	Keep
GCF_015033265.1	1	0	0	4990420	4509	50.50	ST1946	B2	O15:H7	Keep
GCF_015135355.1	1	2	0	4869410	4454	50.96	ST224	B1	O8:H23	Keep
GCF_015136715.1	1	3	0	5172464	4670	50.65	ST393	D	O15:H1	GCF_015136715.1 has been dropped because has ANI=99.9986 to GCF_015139155.1
GCF_015136895.1	1	3	0	4987264	4480	50.77	ST9586	B1	O8:H10	Keep
GCF_015138575.1	1	1	0	5379055	4951	50.70	ST131	B2	O25:H4	Keep
GCF_015138955.1	1	2	0	5265682	4763	50.62	ST73	B2	O6:H1	Keep
GCF_015139155.1	1	3	0	5231583	4672	50.72	ST393	D	O15:H1	Keep
GCF_015139375.1	1	6	0	5514580	4942	50.29	ST1011	D	O130:H10	Keep
GCF_015139735.1	1	3	0	5228148	4760	50.69	ST131	B2	O25:H4	Keep
GCF_015277555.1	1	4	0	5133690	4704	50.78	ST131	B2	O25:H4	Keep
GCF_015290725.1	1	2	0	5159456	4566	50.48	ST73	B2	O6:H1	Keep
GCF_015291785.1	1	1	0	5152714	4700	50.74	ST392	B1	O8:H2	Keep
GCF_015291845.1	1	0	0	4631543	4181	50.78	ST10	A	O16:H48	GCF_015291845.1 has been dropped because has ANI=99.9919 to GCF_000005845.2
GCF_015353135.1	1	2	0	5586104	5048	50.49	ST11	E	O157:H7	GCF_015353135.1 has been dropped because has ANI=99.9948 to GCF_001612495.1
GCF_015508805.1	1	3	0	5530044	5056	50.67	ST3570	B1	O86:H27	Keep
GCF_015509005.1	1	5	0	5590628	5107	50.68	ST3570	B1	O86:H27	Keep
GCF_015534935.1	1	0	0	4631470	4180	50.78	ST10	A	O16:H48	GCF_015534935.1 has been dropped because has ANI=99.9944 to GCF_000005845.2
GCF_015534955.1	1	0	0	4631470	4180	50.78	ST10	A	O16:H48	GCF_015534955.1 has been dropped because has ANI=99.9943 to GCF_000005845.2
GCF_015534975.1	1	0	0	4631467	4180	50.78	ST10	A	O16:H48	GCF_015534975.1 has been dropped because has ANI=99.9944 to GCF_000005845.2
GCF_015534995.1	1	0	0	4631476	4181	50.78	ST10	A	O16:H48	GCF_015534995.1 has been dropped because has ANI=99.9944 to GCF_000005845.2
GCF_015535015.1	1	0	0	4631470	4181	50.78	ST10	A	O16:H48	GCF_015535015.1 has been dropped because has ANI=99.9945 to GCF_000005845.2
GCF_015571535.1	1	3	0	5329358	4884	50.63	ST543	E	O-:H-	Keep
GCF_015571555.1	1	5	0	5113439	4536	50.62	ST761	A	O-:H4	GCF_015571555.1 has been dropped because has ANI=99.9978 to GCF_015571655.1
GCF_015571595.1	1	1	0	4970871	4545	50.63	ST5135	D	O167:H26	Keep
GCF_015571615.1	1	5	0	5113968	4533	50.63	ST761	A	O-:H4	GCF_015571615.1 has been dropped because has ANI=99.9966 to GCF_015571655.1
GCF_015571635.1	1	5	0	5109444	4524	50.63	ST761	A	O-:H4	GCF_015571635.1 has been dropped because has ANI=99.9969 to GCF_015571655.1
GCF_015571655.1	1	5	0	5116488	4539	50.63	ST761	A	O-:H4	Keep
GCF_015571675.1	1	1	0	4736888	4189	50.83	ST46	A	O9a:H10	GCF_015571675.1 has been dropped because has ANI=99.9973 to GCF_015571695.1
GCF_015571695.1	1	1	0	4736893	4188	50.83	ST46	A	O9a:H10	Keep
GCF_015571715.1	1	3	0	5190756	4751	50.69	ST88	C	O137:H12	Keep
GCF_015571735.1	1	2	0	5017694	4544	50.70	ST101	B1	O39:H21	Keep
GCF_015571755.1	1	4	0	5232314	4744	50.71	ST603	B1	O-:H16	Keep
GCF_015571775.1	1	5	0	5115450	4534	50.62	ST761	A	O-:H4	GCF_015571775.1 has been dropped because has ANI=99.9951 to GCF_015571655.1
GCF_015571795.1	1	5	0	4955522	4479	50.62	ST101	B1	Unk:H21	Keep
GCF_015571815.1	1	5	0	5018513	4476	50.77	ST48	A	O-:H11	Keep
GCF_015571835.1	1	2	0	4956170	4462	50.63	ST101	B1	O86:H21	Keep
GCF_015571855.1	1	6	0	5213098	4642	50.65	ST5502	A	O157:H16	Keep
GCF_015571875.1	1	5	0	5106761	4527	50.63	ST761	A	O-:H4	GCF_015571875.1 has been dropped because has ANI=99.9913 to GCF_015571655.1
GCF_015571895.1	1	2	0	5025679	4626	50.89	ST939	A	O152:H23	Keep
GCF_015571915.1	1	5	0	5353630	4892	50.50	ST75	B1	O112ab:H8	Keep
GCF_015571955.1	1	5	0	5018506	4477	50.77	ST48	A	O-:H11	GCF_015571955.1 has been dropped because has ANI=99.9968 to GCF_015571815.1
GCF_015644765.1	1	0	0	5065741	4638	50.60	ST95	B2	Unk:H7	GCF_015644765.1 has been dropped because has ANI=100 to GCF_000013265.1
GCF_015649805.1	1	3	0	5301345	4871	50.56	ST1722	F	O11:H25	Keep
GCF_015697215.1	1	1	0	5211045	4610	50.47	ST6570	B2	O150:H6	Keep
GCF_015843075.1	1	2	0	5043978	4472	50.84	ST167	A	Unk:H9	Keep
GCF_015910185.1	1	4	0	5175494	4733	50.80	ST131	B2	O16:H5	Keep
GCF_016026195.1	1	3	0	5389640	4900	50.41	ST7444	E	O55:H7	Keep
GCF_016026215.1	1	2	0	5569560	4924	50.71	ST281	A	O144:H25	Keep
GCF_016026235.1	1	1	0	5330898	4601	50.55	ST280	D	O143:H26	Keep
GCF_016026335.1	1	2	0	5433224	4641	50.85	ST279	D	O112ac:H26	Keep
GCF_016026375.1	1	1	0	5063313	4354	50.90	ST4627	B1	Unk:H7	Keep
GCF_016126995.1	1	3	0	5400968	4891	50.65	ST1807	C	O78:H4	Keep
GCF_016127695.1	1	4	0	5415751	4980	50.66	ST3	B1	O111:H2	Keep
GCF_016132505.1	1	4	0	5209988	4720	50.42	ST73	B2	O6:H1	GCF_016132505.1 has been dropped because has ANI=99.9968 to GCF_017357505.1
GCF_016432785.1	1	6	0	4991513	4526	50.59	ST940	B1	O-:H4	Keep
GCF_016432805.1	1	4	0	5054351	4551	50.54	ST410	C	O8:H9	Keep
GCF_016446335.1	1	5	0	5084514	4622	50.71	ST48	A	O78:H11	Keep
GCF_016458885.1	1	2	0	5586376	5054	50.42	ST11	E	O157:H7	Keep
GCF_016458905.1	1	2	0	5586183	5036	50.44	ST11	E	O157:H7	Keep
GCF_016458925.1	1	2	0	5772391	5167	50.45	ST11	E	O157:H7	Keep
GCF_016458945.1	1	4	0	5730723	5223	50.53	ST11	E	O157:H7	Keep
GCF_016592875.1	1	0	0	4694979	4216	50.86	ST10	A	O-:H32	Keep
GCF_016598635.1	1	2	0	5318630	4849	50.48	ST1722	F	O11:H25	Keep
GCF_016629485.1	1	4	0	4818647	4321	50.67	ST746	A	O-:H37	Keep
GCF_016659085.1	1	0	0	4657252	4185	50.78	ST10	A	O16:H48	GCF_016659085.1 has been dropped because has ANI=99.9933 to GCF_008124185.1
GCF_016696665.1	1	5	0	5451109	4962	50.45	ST88	C	O116:H11	Keep
GCF_016728085.1	1	2	0	5091375	4633	50.75	ST3854	A	O6:H16	Keep
GCF_016756455.1	1	5	0	5256311	4813	50.86	ST131	B2	O25:H4	Keep
GCF_016757655.1	1	0	0	5028010	4589	50.81	ST141	B2	Unk:H6	Keep
GCF_016767775.1	1	3	0	4993909	4563	50.73	ST355	B2	Unk:H5	Keep
GCF_016772495.1	1	3	0	5015610	4448	50.68	ST155	B1	O8:H25	Keep
GCF_016774415.1	1	1	0	5007066	4529	50.50	ST10	A	O16:H48	Keep
GCF_016775805.1	1	0	0	5086785	4619	50.75	ST69	D	Unk:H18	GCF_016775805.1 has been dropped because has ANI=99.9967 to GCF_016776265.1
GCF_016775825.1	1	0	0	5280943	4775	50.65	ST38	D	Unk:H30	Keep
GCF_016775845.1	1	0	0	5215672	4764	50.66	ST38	D	O11:H30	Keep
GCF_016775865.1	1	0	0	5256124	4763	50.53	ST38	D	O86:H30	GCF_016775865.1 has been dropped because has ANI=99.9911 to GCF_016776025.1
GCF_016775885.1	1	0	0	5209229	4739	50.56	ST38	D	O86:H30	Keep
GCF_016775905.1	1	0	0	5104263	4645	50.64	ST69	D	O15:H18	Keep
GCF_016775925.1	1	0	0	5191412	4623	50.43	ST127	B2	O6:H31	GCF_016775925.1 has been dropped because has ANI=99.9907 to GCF_016776185.1
GCF_016775945.1	1	0	0	5251089	4722	50.61	ST38	D	O153:H30	Keep
GCF_016775965.1	1	0	0	5197546	4730	50.48	ST38	D	O153:H30	Keep
GCF_016775985.1	1	0	0	5348975	4849	50.63	ST38	D	O153:H30	Keep
GCF_016776005.1	1	0	0	4935988	4475	50.50	ST1722	F	O1:H25	Keep
GCF_016776025.1	1	0	0	5256191	4774	50.53	ST38	D	O86:H30	Keep
GCF_016776045.1	1	0	0	5180503	4720	50.53	ST38	D	O86:H30	Keep
GCF_016776065.1	1	0	0	5174511	4693	50.46	ST38	D	O86:H30	Keep
GCF_016776085.1	1	0	0	5385668	4855	50.57	ST38	D	O11:H30	Keep
GCF_016776105.1	1	0	0	5188564	4734	50.62	ST38	D	Unk:H30	Keep
GCF_016776125.1	1	0	0	5086007	4549	50.55	ST127	B2	O-:H31	GCF_016776125.1 has been dropped because has ANI=99.9911 to GCF_016776305.1
GCF_016776145.1	1	0	0	5210247	4695	50.67	ST38	D	Unk:H30	Keep
GCF_016776165.1	1	0	0	5230678	4768	50.60	ST38	D	O86:H18	Keep
GCF_016776185.1	1	0	0	5220173	4660	50.46	ST127	B2	O6:H31	Keep
GCF_016776205.1	1	0	0	5262652	4824	50.63	ST38	D	Unk:H30	Keep
GCF_016776225.1	1	0	0	5165070	4615	50.45	ST127	B2	O6:H31	GCF_016776225.1 has been dropped because has ANI=99.9908 to GCF_016776185.1
GCF_016776245.1	1	0	0	5279417	4793	50.46	ST38	D	O86:H30	Keep
GCF_016776265.1	1	0	0	5089794	4620	50.76	ST69	D	Unk:H18	Keep
GCF_016776285.1	1	0	0	5192168	4617	50.43	ST127	B2	O6:H31	GCF_016776285.1 has been dropped because has ANI=99.9957 to GCF_016776305.1
GCF_016776305.1	1	0	0	5227631	4663	50.44	ST127	B2	O6:H31	Keep
GCF_016776325.1	1	0	0	5419042	4915	50.55	ST38	D	O153:H30	Keep
GCF_016776345.1	1	0	0	4832919	4365	50.68	ST940	B1	O-:H5	Keep
GCF_016776365.1	1	0	0	4983069	4504	50.72	ST349	D	O166:H15	Keep
GCF_016776385.1	1	0	0	5343645	4850	50.60	ST38	D	Unk:H30	Keep
GCF_016779865.1	1	0	0	5294629	4835	50.62	ST38	D	O11:H30	Keep
GCF_016780285.1	1	0	0	4884056	4404	50.71	ST361	A	Unk:H30	Keep
GCF_016780415.1	1	0	0	5185152	4715	50.53	ST38	D	O86:H30	Keep
GCF_016780575.1	1	0	0	5280569	4819	50.62	ST38	D	Unk:H30	Keep
GCF_016780725.1	1	0	0	5253435	4752	50.62	ST405	D	O102:H6	Keep
GCF_016803855.1	1	4	0	4986271	4473	50.54	ST410	C	O8:H9	Keep
GCF_016803875.1	1	5	0	5565139	5081	50.61	ST25	B1	Unk:H2	Keep
GCF_016803915.1	1	6	0	5402470	5042	50.80	ST829	B1	O146:H21	Keep
GCF_016803935.1	1	1	0	4926859	4511	50.58	ST28	B2	O84:H7	Keep
GCF_016806005.1	1	2	0	5155316	4765	50.58	ST2169	B1	O159:H8	Keep
GCF_016806025.1	1	1	0	5110249	4583	50.51	ST93	A	O5:H4	Keep
GCF_016806045.1	1	3	0	5547309	5080	50.25	ST354	F	O153:H34	Keep
GCF_016811855.1	1	0	0	4631465	4183	50.78	ST10	A	O16:H48	GCF_016811855.1 has been dropped because has ANI=99.9946 to GCF_000005845.2
GCF_016811875.1	1	0	0	4631469	4182	50.78	ST10	A	O16:H48	GCF_016811875.1 has been dropped because has ANI=99.9945 to GCF_000005845.2
GCF_016864175.1	1	2	0	5140910	4639	50.62	ST140	B2	Unk:H5	Keep
GCF_016864475.1	1	1	0	4920540	4343	50.70	ST93	A	O15:H33	Keep
GCF_016888925.1	1	1	0	5180264	4715	50.58	ST12	B2	O21:H5	Keep
GCF_016888965.1	1	0	0	5050101	4527	50.42	ST2604	B2	O4:H5	Keep
GCF_016889025.1	1	1	0	5237386	4690	50.37	ST998	B2	Unk:H6	Keep
GCF_016889045.1	1	2	0	5063498	4577	50.60	ST1278	B2	O6:H1	Keep
GCF_016889085.1	1	1	0	5192539	4683	50.47	ST127	B2	O6:H31	Keep
GCF_016889105.1	1	5	0	4892135	4510	50.65	ST420	B2	Unk:H31	Keep
GCF_016889125.1	1	10	0	5232296	4643	50.86	ST10	A	O-:H4	Keep
GCF_016889185.1	1	1	0	5311839	4742	50.40	ST127	B2	O6:H31	Keep
GCF_016889265.1	1	6	0	5041884	4597	50.75	ST131	B2	O25:H4	Keep
GCF_016889325.1	1	1	0	5231008	4716	50.53	ST12	B2	O4:H1	Keep
GCF_016889485.1	1	0	0	4861324	4418	50.94	ST202	A	O128ac:H-	Keep
GCF_016889505.1	1	4	0	5301216	4843	50.28	ST2973	A	O25:H21	Keep
GCF_016889525.1	1	1	0	4697386	4205	50.96	ST7122	A	O41:H25	Keep
GCF_016889545.1	1	1	0	4882325	4448	50.87	ST5416*	A	O75:H7	Keep
GCF_016889565.1	1	4	0	5084006	4571	50.65	ST7941	A	O-:H27	Keep
GCF_016889605.1	1	2	0	5008697	4594	50.53	ST457	F	O11:H25	Keep
GCF_016889625.1	1	0	0	5225337	4711	50.38	ST12	B2	O4:H5	Keep
GCF_016889685.1	1	3	0	5434756	4959	50.49	ST141	B2	Unk:H6	Keep
GCF_016889725.1	1	3	0	5438144	4910	50.53	ST14	B2	Unk:H5	Keep
GCF_016889845.1	1	6	0	5066485	4558	50.50	ST43	A	O5:H10	Keep
GCF_016889865.1	1	8	0	4695402	4323	50.69	ST569	B2	Unk:H31	Keep
GCF_016889905.1	1	3	0	5224343	4775	50.62	ST12	B2	O21:H5	Keep
GCF_016890005.1	1	10	0	5058561	4620	50.64	ST93	A	O7:H4	Keep
GCF_016890045.1	1	2	0	5425278	4947	50.71	ST131	B2	O25:H4	Keep
GCF_016890105.1	1	3	0	5215978	4804	50.81	ST131	B2	O25:H4	Keep
GCF_016903275.1	1	8	0	5282986	4821	50.79	ST405	D	O102:H6	Keep
GCF_016903315.1	1	7	0	5526202	5056	50.52	ST69	D	O15:H6	Keep
GCF_016903335.1	1	1	0	5142344	4692	50.62	ST95	B2	Unk:H7	Keep
GCF_016903375.1	1	7	0	5168953	4702	50.78	ST117	G	O24:H4	Keep
GCF_016903435.1	1	4	0	5130876	4661	50.58	ST95	B2	Unk:H4	Keep
GCF_016903535.1	1	0	0	4825083	4368	50.68	ST491	B2	O131:H45	Keep
GCF_016903595.1	1	3	0	5346695	4816	50.63	ST405	D	O102:H6	Keep
GCF_016903615.1	1	1	0	5274569	4869	50.58	ST95	B2	Unk:H7	Keep
GCF_016903815.1	1	7	0	5496727	4999	50.61	ST405	D	O102:H6	Keep
GCF_016903835.1	1	1	0	5170636	4725	50.66	ST95	B2	Unk:H7	Keep
GCF_016903855.1	1	9	0	5232231	4749	50.80	ST69	D	O15:H18	Keep
GCF_016903915.1	1	10	0	5457554	4980	50.66	ST95	B2	Unk:H4	Keep
GCF_016903935.1	1	7	0	5681879	5208	50.65	ST69	D	Unk:H18	Keep
GCF_016903995.1	1	10	0	4967391	4530	50.53	ST10	A	O-:H12	Keep
GCF_016904055.1	1	2	0	5140750	4634	50.59	ST73	B2	O6:H1	Keep
GCF_016904075.1	1	1	0	5292431	4881	50.66	ST95	B2	Unk:H7	Keep
GCF_016904115.1	1	8	0	5206932	4776	50.70	ST69	D	O117:H4	Keep
GCF_016904175.1	1	2	0	4823526	4472	50.59	ST420	B2	Unk:H31	Keep
